Train Number,Boarding Station,Destination,Date of Journey,Booking Date,Class,Total Seats in Class,Type of Waiting List,Booking Status,Maximum Waiting,festival,Holidays,status before three weeks,status before two weeks,status before one week,status before three days,status before one day,confirm
12915,ADI,DLI,12-07-2017,20-06-2017,3A,216,GNWL,25,31,1,1,24,23,21,17,15,0
12915,ADI,JP,14-10-2017,09-10-2017,SL,880,RLWL,39,96,0,0,38,34,30,26,23,0
12915,ADI,JP,23-11-2017,29-09-2017,2A,182,RLWL,17,18,0,1,15,14,13,10,5,0
12915,ADI,DLI,25-07-2017,26-06-2017,SL,880,GNWL,90,96,0,0,84,77,69,59,58,0
12915,ADI,RE,15-08-2017,16-05-2017,3A,216,GNWL,23,30,0,0,19,15,10,5,0,1
12915,ADI,JP,11-11-2017,06-11-2017,3A,216,GNWL,5,39,0,0,4,2,0,0,0,1
12915,ADI,JP,07-12-2017,13-10-2017,3A,216,RLWL,24,24,0,0,21,19,17,13,11,0
12915,ADI,RE,05-07-2017,16-06-2017,3A,216,GNWL,25,55,0,0,23,22,19,17,12,0
12915,ADI,JP,05-11-2017,25-10-2017,SL,880,GNWL,66,94,1,1,60,56,48,39,32,0
12915,ADI,DLI,09-12-2017,11-11-2017,SL,880,GNWL,33,85,0,0,30,24,16,12,0,1
12915,ADI,DLI,05-12-2017,20-12-2017,2A,182,RLWL,2,15,1,0,1,0,0,0,0,1
12915,ADI,DLI,02-08-2017,14-07-2017,3A,216,RLWL,16,50,0,0,14,9,8,2,1,1
12915,ADI,DLI,13-10-2017,11-07-2017,SL,880,GNWL,59,82,1,0,54,51,46,41,36,0
12915,ADI,JP,05-10-2017,20-10-2017,1A,10,GNWL,6,17,0,1,5,4,3,1,0,1
12915,ADI,DLI,06-08-2017,28-05-2017,SL,880,RLWL,16,51,0,0,13,12,9,0,0,1
12915,ADI,DLI,09-09-2017,14-08-2017,3A,216,GNWL,24,34,0,0,22,20,17,13,9,0
12915,ADI,DLI,06-08-2017,22-05-2017,1A,10,GNWL,19,19,0,1,18,17,15,13,11,0
12915,ADI,DLI,26-07-2017,13-04-2017,1A,10,GNWL,16,20,0,0,15,13,11,9,7,0
12915,ADI,JP,20-09-2017,15-09-2017,SL,880,GNWL,77,89,1,1,74,67,63,60,59,0
12915,ADI,DLI,06-07-2017,13-06-2017,1A,10,RLWL,7,8,0,0,6,4,3,1,0,1
12915,ADI,DLI,21-09-2017,06-08-2017,2A,182,RLWL,20,23,0,0,19,18,16,12,10,0
12915,ADI,DLI,22-10-2017,11-08-2017,2A,182,GNWL,19,30,1,1,17,14,11,10,6,0
12915,ADI,DLI,02-10-2017,29-10-2017,SL,880,RLWL,80,96,1,0,75,71,69,66,65,0
12915,ADI,DLI,25-11-2017,16-09-2017,1A,10,GNWL,4,8,1,0,3,1,0,0,0,1
12915,ADI,DLI,21-11-2017,28-08-2017,3A,216,RLWL,8,48,1,1,5,0,0,0,0,1
12915,ADI,DLI,16-10-2017,26-08-2017,3A,216,RLWL,18,24,1,0,17,16,14,11,8,0
12915,ADI,DEC,29-12-2017,18-12-2017,2A,182,RLWL,15,30,1,1,14,13,11,9,5,0
12915,ADI,DLI,15-10-2017,08-08-2017,2A,182,RLWL,13,14,1,1,11,9,6,3,0,1
12915,ADI,DLI,04-12-2017,17-11-2017,SL,880,GNWL,92,104,1,1,91,84,74,73,62,0
12915,ADI,DLI,28-09-2017,13-08-2017,SL,880,GNWL,29,71,0,0,26,17,10,3,0,1
12915,ADI,DLI,14-07-2017,06-04-2017,SL,880,RLWL,40,88,1,0,37,34,26,14,6,1
12915,ADI,DLI,19-11-2017,27-11-2017,3A,216,GNWL,33,53,0,0,31,30,26,25,24,0
12915,ADI,DLI,05-09-2017,15-06-2017,2A,182,RLWL,21,22,1,0,20,17,16,15,13,0
12915,ADI,DLI,28-08-2017,28-07-2017,3A,216,GNWL,32,36,1,1,31,30,26,20,18,0
12915,ADI,DLI,03-12-2017,02-11-2017,3A,216,GNWL,38,39,0,0,37,32,28,22,17,0
12915,ADI,DLI,01-10-2017,30-07-2017,3A,216,RLWL,28,45,0,0,24,21,17,13,8,0
12915,ADI,DLI,28-11-2017,05-08-2017,SL,880,RLWL,35,109,1,0,27,18,12,10,0,1
12915,ADI,GGN,10-11-2017,27-09-2017,1A,10,GNWL,16,21,0,0,15,14,12,10,9,0
12915,ADI,GGN,14-08-2017,15-06-2017,2A,182,GNWL,30,30,0,1,28,25,24,21,17,0
12915,ADI,DLI,07-08-2017,22-05-2017,1A,10,RLWL,19,19,1,1,18,16,14,13,12,0
12915,ADI,JP,04-12-2017,09-10-2017,SL,880,GNWL,70,100,1,0,69,65,57,48,44,0
12915,ADI,DLI,16-10-2017,28-10-2017,3A,216,GNWL,43,52,1,1,42,39,36,35,31,0
12915,ADI,FA,26-09-2017,05-08-2017,3A,216,RLWL,21,51,1,0,18,14,12,8,3,0
12915,ADI,DLI,02-12-2017,09-11-2017,2A,182,RLWL,11,12,0,1,10,8,7,6,1,1
12915,ADI,JP,06-11-2017,06-10-2017,1A,10,RLWL,13,20,1,0,12,10,9,8,6,0
12915,ADI,DLI,20-12-2017,05-12-2017,SL,880,GNWL,43,45,0,1,41,38,32,28,20,0
12915,ADI,RE,23-07-2017,05-05-2017,1A,10,GNWL,8,9,0,1,7,5,4,3,2,1
12915,ADI,DLI,06-08-2017,21-07-2017,3A,216,GNWL,7,28,0,0,4,0,0,0,0,1
12915,ADI,DLI,30-09-2017,30-07-2017,3A,216,RLWL,35,39,0,0,31,26,22,21,19,0
12915,ADI,DLI,15-08-2017,30-07-2017,2A,182,GNWL,2,3,1,0,0,0,0,0,0,1
12915,ADI,RE,15-07-2017,18-04-2017,SL,880,GNWL,48,94,0,1,47,38,35,26,23,0
12915,ADI,DLI,05-10-2017,03-08-2017,SL,880,GNWL,8,60,1,0,2,1,0,0,0,1
12915,ADI,RE,18-08-2017,17-06-2017,3A,216,RLWL,20,48,0,0,19,17,14,10,4,1
12915,ADI,DLI,27-11-2017,07-10-2017,3A,216,RLWL,8,29,1,1,5,3,0,0,0,1
12915,ADI,DLI,25-11-2017,21-09-2017,SL,880,GNWL,62,78,1,0,60,58,56,50,40,0
12915,ADI,AWR,06-09-2017,30-07-2017,2A,182,RLWL,16,18,1,0,14,13,9,7,5,0
12915,ADI,DLI,06-12-2017,10-11-2017,2A,182,RLWL,18,21,1,0,17,14,12,9,5,0
12915,ADI,DLI,11-11-2017,08-09-2017,SL,880,GNWL,91,91,0,1,83,82,75,72,59,0
12915,ADI,DLI,12-09-2017,03-09-2017,3A,216,RLWL,1,20,0,0,0,0,0,0,0,1
12915,ADI,DLI,04-12-2017,18-12-2017,3A,216,GNWL,22,28,1,1,20,15,13,9,4,0
12915,ADI,DLI,14-09-2017,21-09-2017,SL,880,GNWL,26,33,1,0,22,17,15,8,3,1
12915,ADI,DLI,11-09-2017,03-06-2017,SL,880,GNWL,53,73,1,1,49,40,34,23,18,0
12915,ADI,JP,06-12-2017,22-09-2017,3A,216,RLWL,34,40,0,1,31,29,28,25,20,0
12906,ADI,JAM,10-10-2017,28-09-2017,2A,182,GNWL,7,30,1,1,6,4,0,0,0,1
12906,ADI,RJT,12-12-2017,06-10-2017,3A,216,GNWL,40,45,0,1,39,34,32,31,29,0
12905,ADI,R,02-12-2017,01-10-2017,2A,182,RLWL,14,19,1,0,12,10,6,3,0,1
12905,ADI,NGP,13-08-2017,01-05-2017,1A,10,RLWL,15,19,1,1,14,13,12,11,9,0
12905,ADI,HWH,11-11-2017,08-08-2017,2A,182,RLWL,14,22,0,0,12,9,7,5,1,1
12905,ADI,HWH,30-10-2017,11-08-2017,1A,10,GNWL,20,21,1,1,19,18,17,15,13,0
12905,ADI,ST,22-12-2017,26-11-2017,3A,216,RLWL,26,48,1,1,24,19,16,12,8,0
12902,ADI,BCT,27-10-2017,19-07-2017,2A,182,RLWL,13,27,1,0,11,9,8,6,4,0
12902,ADI,BCT,18-08-2017,29-07-2017,3A,216,RLWL,38,46,0,1,35,34,29,28,26,0
12902,ADI,BCT,30-11-2017,02-09-2017,3A,216,GNWL,41,41,0,1,37,34,33,28,27,0
12902,ADI,BCT,08-07-2017,18-07-2017,3A,216,RLWL,23,25,0,0,19,18,14,10,7,0
12902,ADI,BCT,28-11-2017,30-11-2017,2A,182,GNWL,23,28,1,1,22,19,16,12,9,0
12902,ADI,BVI,07-08-2017,04-07-2017,SL,880,GNWL,10,36,1,0,7,5,0,0,0,1
12902,ADI,BCT,05-09-2017,13-07-2017,SL,880,GNWL,71,77,0,1,63,57,53,49,47,0
12902,ADI,BCT,09-08-2017,02-05-2017,SL,880,GNWL,38,43,1,1,31,29,25,13,0,1
12902,ADI,BCT,04-09-2017,15-07-2017,2A,182,GNWL,26,29,1,0,24,21,18,16,14,0
12902,ADI,BCT,25-11-2017,23-10-2017,2A,182,RLWL,29,29,1,0,28,27,24,22,21,0
12902,ADI,DDR,16-09-2017,07-07-2017,3A,216,RLWL,15,20,0,0,12,11,10,8,7,0
12902,ADI,BVI,29-12-2017,21-10-2017,3A,216,GNWL,1,36,1,1,0,0,0,0,0,1
12902,ADI,BVI,26-08-2017,30-06-2017,1A,10,RLWL,15,19,0,1,14,12,10,9,7,0
12902,ADI,BCT,30-10-2017,24-09-2017,1A,10,RLWL,15,16,0,1,14,13,12,10,9,0
12902,ADI,BVI,12-09-2017,29-08-2017,2A,182,RLWL,21,28,0,1,20,17,14,12,8,0
12902,ADI,BCT,02-10-2017,03-09-2017,SL,880,GNWL,55,59,0,1,53,52,44,36,29,0
12902,ADI,DDR,12-12-2017,25-12-2017,3A,216,RLWL,24,39,0,0,20,18,17,13,11,0
12902,ADI,BCT,16-08-2017,20-08-2017,3A,216,GNWL,20,23,1,0,19,16,15,11,9,0
12902,ADI,BCT,14-07-2017,05-05-2017,SL,880,RLWL,3,14,0,1,0,0,0,0,0,1
12902,ADI,BCT,16-11-2017,19-08-2017,3A,216,GNWL,42,47,1,1,41,39,36,30,24,0
12902,ADI,BCT,04-07-2017,30-06-2017,SL,880,RLWL,2,105,0,0,0,0,0,0,0,1
12902,ADI,BCT,20-08-2017,11-07-2017,2A,182,RLWL,26,28,1,1,24,21,17,13,9,0
12902,ADI,BCT,04-08-2017,15-05-2017,3A,216,RLWL,42,45,0,1,38,34,31,29,25,0
12902,ADI,BVI,08-10-2017,03-09-2017,1A,10,RLWL,15,19,1,0,14,12,10,8,6,0
12902,ADI,BCT,27-09-2017,10-08-2017,1A,10,RLWL,18,22,0,1,17,15,13,11,10,0
12902,ADI,BVI,02-07-2017,03-04-2017,SL,880,RLWL,91,92,0,0,86,79,70,67,64,0
12902,ADI,BCT,07-08-2017,22-07-2017,SL,880,RLWL,90,103,1,1,86,84,76,64,61,0
12902,ADI,BVI,29-08-2017,10-08-2017,SL,880,RLWL,80,90,1,0,73,65,64,60,58,0
12902,ADI,BCT,27-08-2017,28-08-2017,SL,880,RLWL,79,104,1,0,73,66,60,51,46,0
12902,ADI,BCT,13-09-2017,02-06-2017,3A,216,RLWL,21,38,1,0,18,13,8,5,2,0
12902,ADI,BCT,23-10-2017,14-07-2017,2A,182,GNWL,22,23,0,0,21,18,15,13,11,0
12902,ADI,BVI,21-07-2017,19-04-2017,2A,182,GNWL,2,30,1,1,0,0,0,0,0,1
12902,ADI,BCT,20-10-2017,27-10-2017,3A,216,RLWL,31,31,0,1,27,24,22,17,14,0
12902,ADI,BVI,08-08-2017,16-08-2017,2A,182,GNWL,9,15,0,0,7,5,3,0,0,1
12902,ADI,BCT,21-12-2017,23-09-2017,SL,880,RLWL,10,37,0,0,5,2,0,0,0,1
12902,ADI,BCT,23-12-2017,06-11-2017,2A,182,RLWL,20,24,0,1,18,16,12,9,4,0
12902,ADI,BCT,15-08-2017,08-05-2017,2A,182,RLWL,28,28,1,0,27,26,23,20,17,0
12902,ADI,BCT,27-12-2017,29-09-2017,SL,880,GNWL,81,86,0,1,80,75,69,57,55,0
12902,ADI,BVI,17-07-2017,05-05-2017,SL,880,GNWL,3,9,1,1,0,0,0,0,0,1
12902,ADI,BCT,23-11-2017,03-10-2017,SL,880,GNWL,87,94,0,1,80,79,76,69,59,0
12902,ADI,BCT,23-08-2017,27-06-2017,3A,216,RLWL,32,38,1,1,31,27,25,23,17,0
12902,ADI,BCT,17-09-2017,28-08-2017,SL,880,GNWL,83,90,1,0,78,72,67,55,49,0
12902,ADI,BVI,10-08-2017,20-05-2017,2A,182,GNWL,24,25,1,0,22,20,17,15,13,0
12902,ADI,BVI,07-08-2017,06-06-2017,3A,216,RLWL,49,52,0,1,45,40,39,37,34,0
12902,ADI,BCT,16-12-2017,14-10-2017,2A,182,GNWL,17,24,0,0,15,14,10,6,2,0
12902,ADI,BCT,17-12-2017,08-09-2017,3A,216,RLWL,42,42,1,1,40,36,32,28,24,0
12902,ADI,BCT,14-12-2017,16-10-2017,SL,880,RLWL,13,95,1,0,9,1,0,0,0,1
12902,ADI,BVI,24-07-2017,24-06-2017,SL,880,GNWL,22,51,1,1,15,7,1,0,0,1
12902,ADI,BCT,24-10-2017,23-08-2017,3A,216,RLWL,43,52,1,1,39,36,35,32,31,0
12902,ADI,BCT,23-11-2017,12-09-2017,2A,182,GNWL,11,12,0,0,10,7,4,2,0,1
12902,ADI,BCT,24-10-2017,05-09-2017,SL,880,RLWL,38,59,0,1,30,22,16,9,0,1
12902,ADI,BCT,27-08-2017,12-06-2017,SL,880,GNWL,25,64,1,0,17,9,8,0,0,1
12902,ADI,BVI,11-12-2017,17-12-2017,2A,182,RLWL,28,33,0,1,26,25,24,23,19,0
12844,ADI,R,08-08-2017,24-08-2017,SL,880,GNWL,31,46,0,1,24,23,16,7,0,1
12844,ADI,NGP,20-12-2017,17-10-2017,3A,216,GNWL,37,51,0,1,34,33,32,26,20,0
12844,ADI,PURI,11-07-2017,11-05-2017,2A,182,GNWL,29,32,0,1,27,24,20,17,16,0
12844,ADI,KUR,08-11-2017,01-10-2017,2A,182,RLWL,29,31,1,1,27,26,25,22,21,0
12844,ADI,R,22-07-2017,11-07-2017,3A,216,GNWL,29,39,1,1,25,24,20,19,14,0
12844,ADI,NGP,28-10-2017,10-10-2017,2A,182,GNWL,10,31,0,0,9,8,7,4,2,0
12844,ADI,NGP,02-07-2017,07-04-2017,1A,10,GNWL,8,8,0,0,7,6,4,3,1,0
12844,ADI,NGP,17-10-2017,02-10-2017,SL,880,GNWL,6,72,0,0,0,0,0,0,0,1
12844,ADI,AK,08-09-2017,09-07-2017,SL,880,RLWL,61,95,1,0,58,51,42,36,30,0
12844,ADI,BAM,08-10-2017,15-08-2017,SL,880,GNWL,67,74,0,0,65,56,50,46,39,0
12844,ADI,BAM,16-08-2017,27-06-2017,1A,10,GNWL,10,22,0,0,9,7,6,4,3,0
12844,ADI,ST,30-11-2017,15-10-2017,SL,880,GNWL,27,27,1,1,19,14,11,4,3,1
12844,ADI,BPHB,12-12-2017,06-10-2017,2A,182,RLWL,14,27,1,1,12,9,8,7,5,0
12844,ADI,NGP,07-10-2017,16-09-2017,SL,880,RLWL,77,81,1,0,69,61,58,46,40,0
12844,ADI,KUR,13-10-2017,10-09-2017,SL,880,RLWL,26,87,1,0,20,19,11,3,0,1
12844,ADI,BPHB,10-07-2017,25-07-2017,SL,880,RLWL,74,110,1,0,66,60,58,50,44,0
12844,ADI,ST,21-10-2017,29-09-2017,SL,880,RLWL,94,106,0,0,88,80,77,75,62,0
12844,ADI,KUR,25-09-2017,09-07-2017,2A,182,GNWL,19,23,1,1,18,16,15,13,9,0
12844,ADI,CHE,12-07-2017,16-06-2017,SL,880,GNWL,31,93,1,0,26,20,16,5,4,1
12844,ADI,KUR,17-10-2017,01-08-2017,3A,216,GNWL,48,51,1,0,44,42,39,36,34,0
12844,ADI,VZM,08-09-2017,23-08-2017,SL,880,RLWL,78,92,0,1,75,73,67,58,54,0
12844,ADI,KUR,02-12-2017,06-11-2017,3A,216,GNWL,19,52,0,0,15,14,11,7,1,1
12844,ADI,KUR,26-12-2017,19-10-2017,2A,182,GNWL,6,17,0,1,5,2,1,0,0,1
12844,ADI,ST,28-12-2017,16-11-2017,3A,216,RLWL,24,55,1,1,21,16,13,10,4,1
12844,ADI,NGP,25-11-2017,02-10-2017,2A,182,GNWL,13,29,0,0,12,10,8,6,5,0
12833,ADI,BD,04-12-2017,22-09-2017,3A,216,RLWL,17,44,1,0,13,11,8,7,1,1
12833,ADI,JL,11-07-2017,23-04-2017,SL,880,GNWL,50,104,1,1,49,47,46,38,35,0
12833,ADI,HWH,02-12-2017,08-10-2017,3A,216,GNWL,2,36,1,0,1,0,0,0,0,1
12833,ADI,AK,22-11-2017,08-10-2017,2A,182,RLWL,12,30,0,1,10,9,8,5,3,1
12833,ADI,HWH,28-11-2017,19-10-2017,SL,880,GNWL,96,106,1,1,93,84,76,66,56,0
12833,ADI,R,03-08-2017,03-06-2017,3A,216,GNWL,45,47,0,0,42,39,36,34,29,0
12833,ADI,DURG,13-11-2017,11-08-2017,SL,880,GNWL,25,41,1,1,17,14,5,0,0,1
12833,ADI,NDB,10-08-2017,01-08-2017,3A,216,GNWL,49,51,0,0,47,46,45,42,37,0
12833,ADI,JSG,05-07-2017,17-05-2017,3A,216,RLWL,23,50,0,1,20,18,14,12,6,0
12833,ADI,HWH,04-09-2017,30-08-2017,SL,880,RLWL,72,72,1,1,66,62,52,45,42,0
12833,ADI,DDE,10-10-2017,19-10-2017,2A,182,RLWL,20,23,1,1,18,16,12,10,7,0
12833,ADI,HWH,19-09-2017,21-07-2017,SL,880,GNWL,4,66,0,0,2,0,0,0,0,1
12833,ADI,HWH,26-10-2017,27-09-2017,3A,216,GNWL,35,37,1,1,31,28,27,21,20,0
12833,ADI,HWH,22-09-2017,08-09-2017,3A,216,RLWL,49,52,0,0,45,41,36,34,30,0
12833,ADI,DDE,07-10-2017,10-08-2017,SL,880,GNWL,31,105,1,0,27,20,13,6,0,1
12833,ADI,HWH,17-07-2017,10-04-2017,2A,182,GNWL,27,27,1,0,26,23,19,16,12,0
12833,ADI,SNK,02-10-2017,01-09-2017,SL,880,RLWL,91,99,1,1,86,82,75,67,59,0
12833,ADI,KGP,26-10-2017,17-07-2017,3A,216,RLWL,22,46,1,1,21,20,16,15,12,0
12833,ADI,NGP,30-10-2017,02-10-2017,3A,216,RLWL,39,46,1,1,36,32,29,27,21,0
12833,ADI,SEG,03-08-2017,14-07-2017,SL,880,GNWL,49,89,1,0,48,39,36,25,21,0
12833,ADI,HWH,17-10-2017,10-09-2017,SL,880,RLWL,55,108,1,1,54,47,37,34,31,0
12833,ADI,TATA,08-11-2017,20-08-2017,SL,880,GNWL,3,11,1,0,0,0,0,0,0,1
12833,ADI,ROU,26-10-2017,03-10-2017,3A,216,RLWL,30,36,0,1,28,26,24,18,13,0
12833,ADI,DURG,22-12-2017,05-12-2017,2A,182,GNWL,11,31,1,1,10,8,5,3,2,1
12833,ADI,TATA,27-11-2017,02-09-2017,2A,182,GNWL,25,26,0,1,23,20,18,17,15,0
12833,ADI,NGP,11-11-2017,01-11-2017,SL,880,GNWL,72,108,0,0,70,66,57,52,41,0
12833,ADI,HWH,19-08-2017,20-08-2017,SL,880,RLWL,81,89,1,0,73,64,59,48,41,0
12833,ADI,R,09-10-2017,11-10-2017,SL,880,GNWL,79,93,1,1,74,69,60,50,42,0
12833,ADI,HWH,21-10-2017,04-09-2017,3A,216,GNWL,16,53,0,0,12,10,6,1,0,1
12833,ADI,HWH,26-09-2017,28-06-2017,1A,10,GNWL,4,6,0,1,3,2,1,0,0,1
12833,ADI,DURG,02-10-2017,10-09-2017,2A,182,RLWL,26,31,0,1,25,24,21,17,13,0
12833,ADI,HWH,12-07-2017,24-06-2017,2A,182,GNWL,1,28,1,0,0,0,0,0,0,1
12833,ADI,ROU,08-07-2017,15-07-2017,SL,880,GNWL,89,109,1,0,82,76,75,72,59,0
12833,ADI,HWH,08-12-2017,12-10-2017,2A,182,RLWL,24,32,1,0,22,21,19,15,12,0
12833,ADI,JSG,24-07-2017,12-06-2017,3A,216,GNWL,32,48,1,1,29,26,24,18,14,0
12833,ADI,TATA,21-07-2017,13-04-2017,3A,216,RLWL,5,31,0,1,4,2,0,0,0,1
12833,ADI,KGP,24-08-2017,25-06-2017,2A,182,GNWL,12,17,0,0,11,8,7,3,0,1
12833,ADI,JSG,09-12-2017,19-10-2017,2A,182,GNWL,26,32,1,1,25,23,21,18,16,0
12833,ADI,R,26-10-2017,26-08-2017,SL,880,RLWL,10,93,0,0,3,0,0,0,0,1
12833,ADI,HWH,13-11-2017,14-11-2017,2A,182,GNWL,22,31,1,1,21,19,18,15,13,0
12833,ADI,HWH,15-08-2017,30-07-2017,2A,182,RLWL,20,23,1,0,19,18,17,14,9,0
12833,ADI,R,07-10-2017,23-08-2017,2A,182,RLWL,5,19,0,0,4,2,1,0,0,1
12833,ADI,JL,12-10-2017,15-08-2017,SL,880,GNWL,16,95,0,0,14,10,8,1,0,1
12833,ADI,AK,30-10-2017,26-10-2017,SL,880,RLWL,74,94,0,1,71,67,57,54,41,0
12833,ADI,AK,15-12-2017,29-10-2017,SL,880,RLWL,1,32,0,0,0,0,0,0,0,1
12833,ADI,ROU,18-09-2017,25-06-2017,SL,880,GNWL,86,100,0,1,79,74,69,67,55,0
12833,ADI,HWH,02-07-2017,01-05-2017,SL,880,GNWL,84,105,1,0,79,70,68,67,57,0
12833,ADI,HWH,08-10-2017,05-08-2017,2A,182,GNWL,7,29,0,1,6,5,4,3,0,1
12833,ADI,HWH,02-11-2017,15-08-2017,SL,880,RLWL,52,90,0,0,48,44,36,30,23,0
12833,ADI,RIG,27-09-2017,22-08-2017,3A,216,GNWL,28,50,1,0,26,22,20,17,13,0
12833,ADI,BSL,27-11-2017,10-11-2017,3A,216,GNWL,45,51,1,0,42,38,37,32,26,0
12833,ADI,HWH,15-07-2017,09-04-2017,2A,182,RLWL,29,30,0,1,27,26,24,20,17,0
12833,ADI,HWH,29-11-2017,25-09-2017,3A,216,RLWL,18,39,0,0,17,16,13,9,4,0
12655,ADI,MAS,27-07-2017,01-04-2017,SL,880,RLWL,79,108,0,0,75,67,66,56,45,0
12655,ADI,MAS,27-12-2017,07-12-2017,1A,10,GNWL,8,12,0,0,7,5,3,1,0,1
12655,ADI,BZA,22-10-2017,07-07-2017,3A,216,RLWL,13,40,0,0,11,7,3,0,0,1
12655,ADI,WRR,11-07-2017,01-05-2017,SL,880,GNWL,81,84,1,0,77,72,71,66,56,0
12655,ADI,BZA,12-09-2017,22-07-2017,2A,182,RLWL,29,32,1,1,27,24,20,17,14,0
12655,ADI,MAS,09-11-2017,14-09-2017,3A,216,GNWL,38,48,0,1,35,31,30,29,28,0
12655,ADI,BZA,17-10-2017,16-10-2017,1A,10,GNWL,19,19,1,0,18,16,14,13,12,0
12655,ADI,MAS,26-12-2017,27-10-2017,SL,880,RLWL,23,29,1,0,19,14,4,0,0,1
12655,ADI,MAS,02-11-2017,01-09-2017,SL,880,GNWL,28,79,1,1,24,19,11,9,5,1
12655,ADI,MAS,19-12-2017,11-11-2017,SL,880,GNWL,74,75,1,1,66,65,60,51,45,0
12655,ADI,NDB,06-12-2017,19-10-2017,2A,182,RLWL,29,32,0,0,28,25,23,21,16,0
12655,ADI,BZA,15-10-2017,09-08-2017,SL,880,GNWL,74,90,1,0,72,69,64,52,51,0
12655,ADI,BZA,06-08-2017,19-07-2017,3A,216,GNWL,18,23,1,1,16,14,10,6,4,1
12655,ADI,OGL,19-10-2017,16-10-2017,3A,216,GNWL,26,29,0,0,22,19,15,11,9,0
12655,ADI,MAS,16-12-2017,28-12-2017,SL,880,RLWL,100,103,1,0,98,97,96,87,83,0
12655,ADI,BZA,02-07-2017,25-05-2017,SL,880,RLWL,20,24,1,1,16,10,7,6,4,1
12655,ADI,BSL,18-10-2017,02-07-2017,3A,216,GNWL,45,46,1,0,42,39,36,35,34,0
12655,ADI,MAS,25-11-2017,18-11-2017,2A,182,RLWL,4,31,0,1,2,0,0,0,0,1
12655,ADI,MAS,05-09-2017,02-07-2017,SL,880,GNWL,54,73,0,0,49,46,36,25,23,0
12655,ADI,BZA,04-08-2017,28-06-2017,SL,880,GNWL,31,72,1,1,30,26,20,16,9,0
12655,ADI,MAS,02-12-2017,19-09-2017,SL,880,RLWL,5,99,1,0,2,0,0,0,0,1
12655,ADI,ST,25-10-2017,04-10-2017,SL,880,GNWL,94,95,0,0,90,89,88,87,83,0
12655,ADI,NLR,28-12-2017,09-09-2017,SL,880,RLWL,47,107,0,1,42,34,33,30,28,0
12655,ADI,MAS,14-07-2017,21-06-2017,SL,880,GNWL,22,69,0,1,18,17,13,1,0,1
12655,ADI,MAS,22-07-2017,29-07-2017,2A,182,RLWL,21,25,0,1,19,16,12,8,4,0
12655,ADI,VYA,20-10-2017,04-07-2017,3A,216,RLWL,43,54,0,0,42,37,33,27,25,0
12655,ADI,BZA,17-09-2017,02-07-2017,SL,880,RLWL,12,17,1,1,6,0,0,0,0,1
12655,ADI,BPQ,08-10-2017,19-07-2017,3A,216,GNWL,46,53,0,0,42,41,38,36,33,0
12655,ADI,MAS,19-09-2017,06-08-2017,1A,10,GNWL,17,19,0,0,16,14,13,12,11,0
12655,ADI,KMT,28-09-2017,21-07-2017,SL,880,RLWL,23,51,1,1,18,12,9,0,0,1
12655,ADI,MAS,13-07-2017,20-06-2017,3A,216,GNWL,8,34,1,0,7,3,2,0,0,1
12655,ADI,BZA,24-10-2017,14-09-2017,3A,216,RLWL,36,38,0,0,34,29,24,20,16,0
12655,ADI,MAS,28-09-2017,18-09-2017,3A,216,GNWL,16,23,1,0,12,9,4,3,0,1
12655,ADI,BZA,02-09-2017,20-06-2017,2A,182,GNWL,20,28,1,0,18,16,12,11,9,0
12655,ADI,SKZR,12-09-2017,27-09-2017,SL,880,RLWL,19,46,1,0,11,5,0,0,0,1
12655,ADI,MAS,26-12-2017,14-09-2017,3A,216,RLWL,17,55,1,1,15,12,7,3,1,1
12655,ADI,BZA,02-11-2017,21-09-2017,SL,880,RLWL,28,107,0,1,23,16,7,0,0,1
12655,ADI,NLR,10-12-2017,20-10-2017,SL,880,GNWL,54,67,1,1,53,47,39,34,32,0
12655,ADI,BZA,17-07-2017,06-05-2017,3A,216,GNWL,17,50,1,0,13,9,7,1,0,1
12655,ADI,MAS,24-10-2017,08-07-2017,3A,216,GNWL,30,32,1,0,27,23,21,15,10,0
12655,ADI,SKZR,11-07-2017,05-07-2017,3A,216,GNWL,27,52,1,0,24,20,15,14,11,0
12655,ADI,NN,09-09-2017,19-06-2017,SL,880,GNWL,89,90,1,1,85,77,71,63,54,0
12655,ADI,MAS,07-11-2017,10-10-2017,SL,880,RLWL,8,15,0,1,5,0,0,0,0,1
12655,ADI,CD,28-09-2017,11-08-2017,3A,216,GNWL,7,8,0,1,3,0,0,0,0,1
12655,ADI,BZA,14-12-2017,22-11-2017,SL,880,GNWL,77,104,0,1,74,69,66,64,60,0
12655,ADI,BZA,10-12-2017,10-10-2017,SL,880,GNWL,100,109,0,0,97,93,90,86,80,0
12655,ADI,MAS,27-10-2017,19-07-2017,3A,216,GNWL,38,51,1,1,34,29,26,23,17,0
12655,ADI,SKZR,02-09-2017,10-07-2017,SL,880,RLWL,77,84,0,1,69,63,53,51,50,0
12655,ADI,MAS,27-07-2017,25-04-2017,3A,216,RLWL,24,33,0,0,23,20,15,12,10,0
12655,ADI,MAS,18-10-2017,24-08-2017,SL,880,RLWL,23,27,0,0,21,15,13,1,0,1
12655,ADI,NDB,02-10-2017,22-10-2017,SL,880,GNWL,48,61,0,1,44,41,39,31,23,0
12655,ADI,MAS,03-08-2017,11-06-2017,SL,880,RLWL,62,90,0,0,59,55,48,47,40,0
